GENERAL INFORMATION;;;;;;;;;;;;;;;;;GROWTH SEGMENT;;;;;;;SCREEN INFORMATION;;;;;;;;;;;;;;;;;;;;;;;;CABINET INFORMATION;;;;;;;;;;STAND INFORMATION;;;;;CONNECTIVITY INFORMATION;;;;;;;;;;;;;;;CONNECTIVITY INFORMATION (B2B only);;;;;;;;;;;;;;;;;;;;;;;ENERGY & ENVIRONMENTAL INFORMATION;;;;;;;;;;;;;;;;;WHAT IS INCLUDED IN THE BOX;;;;;;;;;ADITIONAL GAMING INFORMATION;;;;;;;;OTHER INFORMATION;WAREHOUSE PRODUCT STATUS;;;;;;;;;;;;;;;;;;;
NEW SKU ADDED;Model name;LIST PRICE CODE;Brand;Channel;Warehouse SKU;FOB;FOB UK only;Design Family;Product Line;Warehouse EAN;Warranty Period;MOQ (Default pallet);MOQ (EURO pallet);Warehouse NPI/EOL Month;Warehouse Product Status;FOB Status (/Running1);Summary GUSH+;"34""↑";HighRes (QHD+);Gaming (144Hz+);Gaming+ (240Hz+ or QHD+);SMART;OLED;Touch;Curvature;Diagonal (inch);Diagonal (cm);Aspect ratio;Panel;Backlight;Resolution (native);Max Refresh Rate;Response time GtG;Response time MPRT;Brightness (max);Contrast (static);Contrast (dynamic);Viewing angle (CR10);HDR version VESA;Sync Technology;AMD FreeSync Certified;NVIDIA G-Sync Certified;ColorGamut (NTSC/sRGB/AdobeRGB/DCI-P3);FlickerFree;Blue Light Filter;Multiview;Colours;BezelType (Front);Bezel colour (Front);Bezel finishing (Front);Cabinet colour (backside);Cabinet finishing (backside);Speakers;Speaker Power;VESA Wallmount;Webcam;Powersensor/Lightsensor;Tilt;Height Adjust (mm);Pivot;Swivel;VESA Bracket;D-SUB;DVI;HDMI;MHL;DisplayPort;DisplayPort Out (DaisyChain);USB hub;USB type;USB-C;USB-C Power Delivery;Built-in KVM;RJ45;USB out ports;USB fast charge port;Headphone out/Audio In;D-SUB2;DVI3;HDMI4;Display Port;DisplayPort Out (Daisy Chain);Daisy Chain Primary Model;Daisy Chain Secondary Model;Docking;Thunderbolt Yes/No;USB Gen;USB-C Upstream;USB-C Upstream Power Delivery;USB-B Upstream;USB Hub5;USB Downstream Ports;USB Ports Location;USB-A Downstream;USB-C Downstream;USB-C Downstream Power Delivery;USB Fast Charge Port6;RJ-45;Built-in KVM7;Headphone out/Audio In8;Power supply;EPEAT;TCO;TCO EDGE;EnergyStar;LOT Energy Label;Energy Label On mode power demand;On Mode Energy Consumption;Standby mode Energy Consumption;Off mode Energy Consumption;Blue Light technology Software (Certified);Blue Light technology Hardware (Certified);PCF Product Carbon Footprint Report (TTL 3year / kg of CO2e);ECMA Eco Declaration;HF;Paper Cushion;Doggy Door;VGA cable;DVI cable;HDMI cable;Displayport Cable;Mini-DP cable;Audio Cable;USB-A to B Cable;USB-C Cable;Remote Control;G-Menu / Precision Center;RGB Light FX;"PS5
Compatibility";"XBOX X
Compatibility";"XBOX S
Compatibility";Max Resolution HDMI;Max Resolution DP;Max Resolution USB-C;Features;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2701;2702;2703;2704;2705;Summary Formula;Internal Product Category;Refresh Rate & Resolution
kwi.26;24E4CW;24E4CW;AOC;B2B;24E4CW;;;E4;Essential-Line;4,03899E+12;5 Years;TBC - 32;TBC - 32;paź.26;2. Launch;; SMART;0;0;0;0;Yes;0;No;No;23,8;60,4;16:09;IPS;WLED;1920x1080;120Hz;4;1;350;1500:01:00;20M:1;178/178;HDR Ready;Adaptive Sync;No;No;72%/99%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC);4 side like;Black;Textured;Black;Texture;Yes;5Wx2;100x100;5MP hello webcam;No;-0,166666667;150mm;Yes;-1;VB2025;No;No;1x 2.1 TMDS;No;1x 1.4;Yes;Yes;"Upstream: 1 x USB C1; Downstream: 3 x USB3.2 type A Gen1, 5G (BC1.2x1 yellow), 1 x USB 3.2 type C Gen1, 5G (up to 15W)";1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);C1 PD=90W, C2: 15W;No;1G;4;Yes;Headphone out;No;No;1x 2.1 TMDS;1x 1.4;Yes;24E4CV;24E4CV, 24E4U;Docking;No;USB3.2, Gen 1, 5 Gbit/s;1x USB-C (DP Alt Mode);PD: 90W;-;Yes;4;2x Down + 2x Side;3x USB-A;1x USB-C;PD: 15W;Yes;1G;-;Headphone out;TBC;Yes;10;TCO Edge;8;TBC (Available after MP);TBC;TBC (Available after approbation);TBC (available after approbation);TBC (available after approbation);TBC;TBC;Yes (2months after MP);Yes after MP;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;USB-C to C - Gen 2 - 1.5m;0;-;-;-;-;-;-;-;-;"24"", FHD, 120Hz, HAS, AntiBL (HW), Docking: PD90W, USB Hub: 3xUSB-A & 1xUSB-C (15W), 5MP Webcam, 2x5W Speaker";;;;;;;;;;1;1;1;1;1;1;1;1;23,8' 16:9 IPS 120Hz 1920x1080 HAS 150mm   HDMI x 1x 2.1 TMDS DP x 1x 1.4 1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);B2B;1920x1080@120Hz
kwi.26;Q27E4CW;Q27E4CW;AOC;B2B;Q27E4CW;;;E4;Essential-Line;4,03899E+12;5 Years;TBC - 32;TBC - 32;paź.26;2. Launch;; HR / SMART;0;Yes;0;0;Yes;0;No;No;27;68,6;16:09;IPS;WLED;2560x1440;120Hz;4;1;350;1500:01:00;20M:1;178/178;HDR Ready;Adaptive Sync;No;No;72%/99%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (8 bits);4 side like;Black;Textured;Black;Texture;Yes;5Wx2;100x100;5MP hello webcam;No;-0,166666667;150mm;Yes;-1;VB2025;No;No;1x 2.1 TMDS;No;1x 1.4;Yes;Yes;"Upstream: 1 x USB C1; Downstream: 3 x USB3.2 type A Gen1, 5G (BC1.2x1 yellow), 1 x USB 3.2 type C Gen1, 5G (up to 15W)";1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);C1 PD=90W, C2: 15W;No;1G;4;Yes;Headphone out;No;No;1x 2.1 TMDS;1x 1.4;Yes;Q27E4CV;Q27E4CV, Q27E4U;Docking;No;USB3.2, Gen 1, 5 Gbit/s;1x USB-C (DP Alt Mode);PD: 90W;-;Yes;4;2x Down + 2x Side;3x USB-A;1x USB-C;PD: 15W;Yes;1G;-;Headphone out;TBC;Yes;10;TCO Edge;8;TBC (Available after MP);TBC;TBC (Available after approbation);TBC (available after approbation);TBC (available after approbation);TBC;TBC;Yes (2months after MP);Yes after MP;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;USB-C to C - Gen 2 - 1.5m;0;-;-;-;-;-;-;-;-;"27"", QHD, 120Hz, HAS, AntiBL (HW), Docking: PD90W, USB Hub: 3xUSB-A & 1xUSB-C (15W), 5MP Webcam, 2x5W Speaker";;;;;;;;;;1;1;1;1;1;1;1;1;27' 16:9 IPS 120Hz 2560x1440 HAS 150mm   HDMI x 1x 2.1 TMDS DP x 1x 1.4 1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);B2B;2560x1440@120Hz
kwi.26;27E3C2200;27E3C2200/00;Philips;B2C;27E3C2200/00;27E3C2200/01;;E3;E-line;TBC;3 Years;TBC - 28;TBC - 20;paź.26;2. Launch;Launch/Sep;;0;0;Yes;0;0;0;No;Curved 1500R;27;68,6;16:09;VA;WLED;1920x1080;144Hz;4;0,5;300;4000:01:00;Mega Infinity DCR;178/178;HDR10;Adaptive Sync;No;No;85%/-/-/-;Yes;Hardware (Anti Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,2;No;No;No;No;No;No;1x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;0;0;1.5m;0;0;0;0;0;0;-;-;-;-;-;-;-;-;"27"" curved, FHD, HDR10, 144Hz, Ad sync, 0.5ms";;;;;;;;;;1;1;1;1;1;1;1;1;27' 16:9 VA 144Hz 1920x1080    HDMI x 1x 2.0 DP x 1x 1.4 ;B2C;1920x1080@144Hz
kwi.26;27E3C2500;27E3C2500/00;Philips;B2C;27E3C2500/00;27E3C2500/01;;E3;E-line;TBC;3 Years;TBC - 28;TBC - 20;paź.26;2. Launch;Launch/Sep;;0;0;Yes;0;0;0;No;Curved 1500R;27;68,6;16:09;VA;WLED;2560x1440;144Hz;4;0,5;300;4000:01:00;Mega Infinity DCR;178/178;HDR10;Adaptive Sync;No;No;85%/-/-/-;Yes;Hardware (Anti Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,2;No;No;No;No;No;No;1x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;0;0;1.5m;0;0;0;0;0;0;-;-;-;-;-;-;-;-;"27"" curved, QHD, HDR10, 144Hz, Ad sync, 0.5ms";;;;;;;;;;1;1;1;1;1;1;1;1;27' 16:9 VA 144Hz 2560x1440    HDMI x 1x 2.0 DP x 1x 1.4 ;B2C;2560x1440@144Hz
kwi.26;32E3C2200;32E3C2200/00;Philips;B2C;32E3C2200/00;32E3C2200/01;;E3;E-line;TBC;3 Years;TBC - 20;TBC - 12;paź.26;2. Launch;Launch/Sep;;0;0;Yes;0;0;0;No;Curved 1500R;31,5;80;16:09;VA;WLED;1920x1080;144Hz;4;0,5;300;4000:01:00;Mega Infinity DCR;178/178;HDR10;Adaptive Sync;No;No;85%/-/-/-;Yes;Hardware (Anti Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,2;No;No;No;No;No;No;1x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;0;0;1.5m;0;0;0;0;0;0;-;-;-;-;-;-;-;-;"32"" curved, FHD, HDR10, 144Hz, Ad sync, 0.5ms";;;;;;;;;;1;1;1;1;1;1;1;1;31,5' 16:9 VA 144Hz 1920x1080    HDMI x 1x 2.0 DP x 1x 1.4 ;B2C;1920x1080@144Hz
kwi.26;34M2C8600P;34M2C8600P/00;Philips;B2C;34M2C8600P/00;;;M2;M-line;TBC;3 Years;TBC - 8;TBC - 4;wrz.26;2. Launch;;34''↑ / G+ / HR / SMART / O;Yes;Yes;Yes;Yes;Yes;Yes;No;Curved 1500R;34;86,36;21:09;QD-OLED;-;3440x1440;280Hz;0,03;No;1000;1.500.000:1;TBC;178/178;HDR500 TrueBlack;Adaptive Sync;No;G-Sync Compatible (TBC);-/139,1%/97,8%/99,3%;Yes;Hardware (Anti Blue Mode);PIP/PBP (2 devices);1.07B(8bit+FRC);3-sided frameless;White;Textured;White;Textured;Yes;5Wx2;100x100;No;No;-0,25;130mm;No;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/2xUSB 3.2 Gen1;1x USB-C (DP Alt);90W;Yes;No;2;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;#N/D;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 2- 1.5m;0;Precision Center;Ambiglow;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;3440x1440@280Hz;3440x1440@280Hz;3440x1440@280Hz;PHLIPS EVNIA QD-OLED WQHD 280Hz / 5th Gen / HDR500TB / HDMI2.1 / DP2.1 / USBC 90W / KVM / Ambiglow;;;;;;;;;1;1;1;1;1;1;1;1;1;34' 21:9 QD-OLED 280Hz 3440x1440 HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3440x1440@280Hz
kwi.26;34M2C5601QA;34M2C5601QA/00;Philips;B2C;34M2C5601QA/00;;;M2;M-line;TBC;3 Years;TBC - 10;TBC- 6;wrz.26;2. Launch;;34''↑ / G+ / HR / SMART;Yes;Yes;Yes;Yes;Yes;0;No;Curved 1500R;34;86,36;21:09;Fast VA;WLED;3440x1440;200Hz;1;0,5;300;3000:01:00;TBC;178/178;HDR10;Adaptive Sync;FreeSync Premium (TBC);No;TBC;Yes;Hardware (Anti Blue Mode);PIP/PBP (2 devices);1.07B(8bit+FRC);3-sided frameless;White;Textured;White;Textured;Yes;5Wx2;100x100;No;No;-0,25;130mm;No;-1;No;No;No;2x 2.0;No;1x 1.4;No;Yes;1xUSB-B/2xUSB 3.2 Gen1;1x USB-C (DP Alt);90W;Yes;No;2;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;#N/D;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 2- 1.5m;0;Precision Center;Ambiglow;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;3440x1440@144Hz;3440x1440@200Hz;3440x1440@200Hz;PHLIPS EVNIA WQHD 200Hz / 1ms GtG / USBC 90W / KVM / Ambiglow;;;;;;;;;1;1;1;1;1;1;1;1;1;34' 21:9 Fast VA 200Hz 3440x1440 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3440x1440@200Hz
mar.26;27B2N3200J;27B2N3200J/00;Philips;B2B;27B2N3200J/00;;;B2, B3000;B-line;8,72104E+12;5 Years;TBC - 16;TBC - 16;wrz.26;2. Launch;;;0;0;0;0;0;0;No;No;27;68,6;16:09;IPS;WLED;1920x1080;120Hz;4;No;350;1500:01:00;50M:1;178/178;No;Adaptive Sync;No;No;72%/100%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC) or (8bit);4 side like;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-0,166666667;150mm;Yes;-1;BS2B2249B;1;No;1x 1.4;No;1x 1.2;No;Yes;"Upstream: USB-Bx1 (USB3.2, Gen1, 5G); Downstream:  USB3.2, Gen 1, 5 Gbit/s, Bottom: 2 x USB3.2 type A, side: 1x USB3.2 type A(BC1.2), 1xUSB-C (data, 15W)";No;No;No;No;4;Yes;Audio-in, Headphone out;1;No;1x 1.4;1x 1.2;-;27B2U3301;-;-;No;USB3.2, Gen 1, 5 Gbit/s;-;-;1x USB-B;Yes;4;2x Down + 2x Side;3x USB-A;1x USB-C;PD: 15W;Yes;-;-;Audio-in, Headphone out;TBC;Yes;10;TCO Edge;8;TBC (Available after MP);TBC;TBC (Available after approbation);TBC (available after approbation);TBC (available after approbation);No;Yes;Yes (2months after MP);Yes after MP;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;0;0;-;-;-;-;-;-;-;-;"27"", FHD, 120Hz, HAS, AntiBL (HW), USB Hub: 3xUSB-A & 1xUSB-C (15W), 2x2W Speakers";;;;;;;;;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 120Hz 1920x1080 HAS 150mm D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.2 ;B2B;1920x1080@120Hz
mar.26;27B2U3301;27B2U3301/00;Philips;B2B;27B2U3301/00;;;B2, B3000;B-line;8,72104E+12;5 Years;TBC - 16;TBC - 16;wrz.26;2. Launch;; SMART;0;0;0;0;Yes;0;No;No;27;68,6;16:09;IPS;WLED;1920x1080;120Hz;4;No;350;1500:01:00;50M:1;178/178;No;Adaptive Sync;No;No;72%/100%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC) or (8bit);4 side like;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-0,166666667;150mm;Yes;-1;BS2B2249B;No;No;1x 1.4;No;1x 1.4;Yes;Yes;"Upstream: 1 x USB C1; Downstream: 3 x USB3.2 type A Gen1, 5G (BC1.2x1 yellow), 1 x USB 3.2 type C Gen1, 5G (up to 15W)";1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);C1 PD=90W, C2: 15W;No;1G;4;Yes;Headphone out;No;No;1x 1.4;1x 1.4;Yes;-;27B2N3200J;Docking;No;USB3.2, Gen 1, 5 Gbit/s;1x USB-C (DP Alt Mode);PD: 90W;-;Yes;4;2x Down + 2x Side;3x USB-A;1x USB-C;PD: 15W;Yes;1G;-;Headphone out;TBC;Yes;10;TCO Edge;8;TBC (Available after MP);TBC;TBC (Available after approbation);TBC (available after approbation);TBC (available after approbation);No;Yes;Yes (2months after MP);Yes after MP;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;USB-C to C - Gen 2 - 1.5m;0;-;-;-;-;-;-;-;-;"27"", FHD, 120Hz, HAS, AntiBL (HW), Docking, PD90W, USB Hub: 3xUSB-A & 1xUSB-C (15W), 2x2W Speakers";;;;;;;;;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 120Hz 1920x1080 HAS 150mm   HDMI x 1x 1.4 DP x 1x 1.4 1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);B2B;1920x1080@120Hz
lut.26;27M2D5901A;27M2D5901A/00;Philips;B2C;27M2D5901A/00;;;M2;M-line;TBC;3 Years;TBC - 28;TBC - 20;sie.26;2. Launch;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;27;68,58;16:09;Fast IPS;WLED;"5120x2880@165Hz; 2560x1440@330Hz";165Hz/330Hz dual mode;1;0,5;400;1000:01:00;TBC;178/178;HDR400;Adaptive Sync;No;G-Sync Compatible (TBC);TBC;Yes;Hardware (Anti Blue Mode);TBC;1.07 Billion;3-sided frameless;White;Textured;White;Textured;No;No;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/3xUSB 3.2 Gen1;1x USB-C (DP Alt);65W;Yes;No;3;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;TBC;TBC;TBC;TBC;No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);TBC;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 1 - 1.8m;0;Precision Center;Ambiglow;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;5120x2880@165Hz;5120x2880@165Hz;5120x2880@165Hz;PHILIPS EVNIA M2 - 5K 165Hz, DFM, USBC 65W, HDMI2.1, Calman, Ambiglow;;;;;;;;1;1;1;1;1;1;1;1;1;1;"27' 16:9 Fast IPS 165Hz/330Hz dual mode 5120x2880@165Hz; 2560x1440@330Hz HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt)";Gaming;"5120x2880@165Hz; 2560x1440@330Hz@165Hz/330Hz dual mode"
sty.26;CU34G4ZCA;CU34G4ZCA;AOC;B2C;CU34G4ZCA;;;G4;AOC Gaming;4,03899E+12;3 Years;TBC - 15;TBC - 12;lip.26;2. Launch;;34''↑ / G+ / HR / SMART;Yes;Yes;Yes;Yes;Yes;0;No;Curved 1500R;34;86,36;21:09;Fast VA;WLED;3440x1440;240Hz;1;0,3;400;3000:01:00;TBC;178/178;HDR400;Adaptive Sync;FreeSync Premium (TBC);No;TBC;Yes;Software (Low Blue Mode);TBC;1.07B(8bit+FRC);3-sided frameless;Black;Texture;Black/red;Texture;No;No;100x100;No;No;-3.5/21.5;130mm;No; -20/20;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/2xUSB 3.2 Gen1;1x USB-C (DP Alt);90W;Yes;No;2;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;#N/D;TBC;0.5W;0.3W;No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);No;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 2- 1.5m;0;G-Menu;No;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;3440x1440@240Hz;3440x1440@240Hz;3440x1440@240Hz;AOC G4 21:9 1500R WQHD/240Hz/FastVA/1ms GtG/HDR400/HAS/USBC 90W/HDMI2.1;;;;;;;1;1;1;1;1;1;1;1;1;1;1;34' 21:9 Fast VA 240Hz 3440x1440 HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3440x1440@240Hz
sty.26;CU34G4CA;CU34G4CA;AOC;B2C;CU34G4CA;;;G4;AOC Gaming;4,03899E+12;3 Years;TBC - 15;TBC - 12;lip.26;2. Launch;;34''↑ / G+ / HR / SMART;Yes;Yes;Yes;Yes;Yes;0;No;Curved 1500R;34;86,36;21:09;Fast VA;WLED;3440x1440;180Hz;1;0,5;400;3000:01:00;TBC;178/178;HDR400;Adaptive Sync;FreeSync (TBC);No;TBC;Yes;Software (Low Blue Mode);TBC;1.07B(8bit+FRC);3-sided frameless;Black;Texture;Black/red;Texture;No;No;100x100;No;No;-3.5/21.5;130mm;No; -20/20;No;No;No;2x 2.0;No;1x 1.4;No;Yes;1xUSB-B/2xUSB 3.2 Gen1;1x USB-C (DP Alt);90W;Yes;No;2;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;#N/D;TBC;0.5W;0.3W;No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);No;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 2- 1.5m;0;G-Menu;No;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;3440x1440@100Hz;3440x1440@180Hz;3440x1440@180Hz;AOC G4 21:9 1500R WQHD/180Hz/FastVA/1ms GtG/HDR400/HAS/USBC 90W;;;;;;;1;1;1;1;1;1;1;1;1;1;1;34' 21:9 Fast VA 180Hz 3440x1440 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3440x1440@180Hz
sty.26;32M2N6901A;32M2N6901A/00;Philips;B2C;32M2N6901A/00;;;M2;M-line;TBC;3 Years;TBC - 14;TBC - 10;lip.26;2. Launch;; G+ / HR / SMART / O;0;Yes;Yes;Yes;Yes;Yes;No;No;31,5;80;16:09;QD-OLED;-;3840x2160;165HZ;0,03;-;SDR: 250nits (APL 100%), HDR: 1000nits (APL 3%);1.500.000:1;TBC;178/178;HDR400 TrueBlack;Adaptive Sync;FreeSync Premium Pro (TBC);G-Sync Compatible (TBC);TBC;Yes;Hardware (Anti Blue Mode);TBC;1.07 Billion;3-sided frameless;White;Textured;White;Textured;No;No;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/3xUSB 3.2 Gen1;1x USB-C (DP Alt);90W;Yes;No;3;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;TBC;#N/D;TBC;TBC;TBC;No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);TBC;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 1 - 1.8m;0;Precision Center;Ambiglow;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@165Hz;3840x2160@165Hz;3840x2160@165Hz;PHILIPS EVNIA M2 QD-OLED UHD 165Hz / HDR400 TrueBlack / USB-C 65W / HDMI2.1 / Ambiglow;;;;;;;1;1;1;1;1;1;1;1;1;1;1;31,5' 16:9 QD-OLED 165HZ 3840x2160 HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3840x2160@165HZ
sty.26;25G4ZR;25G4ZR;AOC;B2C;25G4ZR;;;G4;AOC Gaming;TBC;3 Years;TBC - 32;TBC - 24;cze.26;2. Launch;; G+;0;0;0;Yes;0;0;No;No;24,5;62,2;16:09;Fast IPS;WLED;1920x1080;260Hz (OC, Native 240Hz);1;0,3;300;1000:01:00;TBC;178/178;HDR10;Adaptive Sync;No;G-Sync Compatible (TBC);TBC;Yes;Hardware (Anti Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black/red;Texture;No;No;100x100;No;No;-0,142857143;130mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;E;18 W;18 W (typ.);0.5 W (typ.);0.3 W (typ.);No;No;No;No;No;Yes;TBC;0;0;1.8m;1.8m;0;0;0;0;0;G-Menu;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@260Hz;1920x1080@260Hz;-;AOC G4 Fast IPS FHD 260Hz / 1ms GtG / HDR10 / Low input lag / Ergonomic Stand;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;24,5' 16:9 Fast IPS 260Hz (OC, Native 240Hz) 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 ;Gaming;1920x1080@260Hz (OC, Native 240Hz)
gru.25;AGP327UZD;AGP327UZD;AOC;B2C;AGP327UZD;;;AG7;AGON PRO;4,03899E+12;3 Years;TBC - 20;TBC - 12;sty.27;2. Launch;; G+ / HR / SMART / O;0;Yes;Yes;Yes;Yes;Yes;No;No;31,5;80;16:09;W-OLED;-;"3840x2160@240Hz; 1920x1080@480Hz";240Hz/480Hz dual mode;0,03;No;1300;1.500.000:1;TBC;178/178;HDR400 TrueBlack;Adaptive Sync;No;G-Sync Compatible;TBC;Yes;Hardware (Anti Blue Mode);TBC;1.07 Billion;3-sided frameless;Dark Grey;Textured;Dark Grey;Textured;Yes;8Wx2;100x100;No;No;-3.5/21.5;130mm;Yes; -30/30;No;No;No;2x 2.1;No;1x 2.1;No;Yes;1xUSB-B/3xUSB 3.2;USB-C 3.2 Gen2 (HBR3) ;65W;Yes;No;3;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;G;33 W;65W (typ);0.5W (typ);0.3W (typ);No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);No;TBC;TBC;TBC;TBC;0;0;1.8m;1.8m;0;0;A to B - 1.8m;USB-C to C - Gen 2 - 1.5m;0;G-Menu;Yes;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@240Hz;3840x2160@240Hz;3840x2160@240Hz;AGON PRO AG7 UHD 240Hz, DFM FHD 480Hz, HDR400 TrueBlack, USB-C, HDMI2.1, DP2.1, KVM, HAS;;;;;;;;;;;;;1;1;1;1;1;"31,5' 16:9 W-OLED 240Hz/480Hz dual mode 3840x2160@240Hz; 1920x1080@480Hz HAS 130mm   HDMI x 2x 2.1 DP x 1x 2.1 USB-C 3.2 Gen2 (HBR3) ";Gaming;"3840x2160@240Hz; 1920x1080@480Hz@240Hz/480Hz dual mode"
